,heading,rating,location,img_url,text,rating_unknown,cleaned_text
672,Chinese Garden,2.6,West And Southwest Singapore,https://www.holidify.com/images/cmsuploads/compressed/15607159153_47dd416fd9_b_20180714202112.jpg,"the chinese garden in singapore a 13.5 hectare landscaped garden. it houses a seven-storey pagoda, chinese-style pavilions and stone bridges, a stunning bonsai garden and a lantern-studded japanese garden. the main highlights are the bonsai garden and live turtle and tortoise museum.timings: 6:00 am - 11:00 pm",0,chinese garden singapore 13 5 hectare landscaped garden houses seven storey pagoda chinese style pavilions stone bridges stunning bonsai garden lantern studded japanese garden main highlights bonsai garden live turtle tortoise museum timings 6 00 11 00 pm
673,Changi Chapel and Museum,3.6,Eastern Singapore,https://www.holidify.com/images/foreign/compressed/attr_2520.jpg,"narrating the story of japanese occupation of singapore, the changi chapel and museum is dedicated to singapore's history during world war ii. it houses the photographs, personal objects, letters of more than 50,000 civilians and soldiers in changi prison. timings: 9:30 am - 5:00 pmentry fees: adults: sgd 12,children: sgd 8",0,narrating story japanese occupation singapore changi chapel museum dedicated singapore s history world war ii it houses photographs personal objects letters 50 000 civilians soldiers changi prison timings 9 30 5 00 pmentry fees adults sgd 12 children sgd 8
674,Fort Canning Park,4.6,Colonial District,https://www.holidify.com/images/cmsuploads/compressed/4256417922_7e2a2e929d_b_20190813231502_20190813231522.jpg,"the fort canning park is a historic landmark in singapore having witnessed major historical milestones. formerly known as the ""forbidden hill"", it houses 9 historical gardens and is a popular spot for hiking and artistic activity.lighting hours: 7:00 pm - 7:00 amentry fees: no entry fee",0,fort canning park historic landmark singapore witnessed major historical milestones formerly known forbidden hill houses 9 historical gardens popular spot hiking artistic activity lighting hours 7 00 pm 7 00 amentry fees no entry fee
675,National Museum of Singapore,4.8,singapore,https://www.holidify.com/images/cmsuploads/compressed/NMScover_20180516190327.jpg,"home to a myriad of historical artefacts and exhibits, the national museum of singapore boasts of being the country’s oldest museum. the singapore history gallery is the chief attraction depicting singapore's past through stories.timings: 10:00 am - 7:00 pm",0,home myriad historical artefactsand exhibits national museum singapore boasts countrys oldest museum singapore history gallery chief attraction depicting singapore s past stories timings 10 00 7 00 pm
676,Adventure Cove Waterpark,4.0,Sentosa Island,https://www.holidify.com/images/cmsuploads/compressed/14818960760_4fe5820c90_k_20180524201044.jpg,"the adventure cove waterpark is an aquatic amusement park located at resorts world sentosa. it is popular for snorkelling, sea trekking, padi certified scuba activities, shark diving or drifting lazily by the river.timings: 10:00 am - 6:00 pmentry fees: adults (age 13-59): sgd 38kids (age 4-12): sgd 30 sg senior (age 60 and above): sgd 30",0,adventure cove waterpark aquatic amusement park located resorts world sentosa popularfor snorkelling sea trekking padi certified scuba activities shark diving drifting lazily river timings 10 00 6 00 pmentry fees adults age 13 59 sgd 38kids age 4 12 sgd 30 sg senior age 60 above sgd 30
677,Changi Beach Park,2.5,singapore,https://www.holidify.com/images/cmsuploads/compressed/ChangiBeach_20170714174732.jpg,"changi beach park is one of the oldest coastal parks in singapore. lined by a palm-fringed strip of turquoise water and barbecue pits, it is visited for picnic, swimming and barbecues. it is also a popular overnight family picnic spot, especially on the weekends.",0,changi beach park one oldest coastal parks singapore lined palm fringed strip turquoise water barbecue pits isvisitedfor picnic swimming barbecues also popular overnight family picnic spot especially weekends
678,Singapore Grand Prix,2.5,singapore,https://www.holidify.com/images/cmsuploads/compressed/5046826370_043ef20af9_b_20180713192652.jpg,"the singapore grand prix is an annual night race held at marina bay street circuit. a part of the formula 1 world championship, it is a great attraction for adventure junkies, motorheads, and racers. the races are spread over three days, with multiple practice sessions and qualifiers.",0,singapore grand prix annual night race held marina bay street circuit part formula 1 world championship great attraction adventure junkies motorheads racers the races spread three days multiple practice sessions qualifiers
679,F1 Street Circuit Driving Experience in Singapore,2.4,singapore,https://www.holidify.com/images/cmsuploads/compressed/32032692091_13cc32cc1d_k_20180713184558.jpg,"the f1 street circuit driving experience at marina bay sands is every f1 aficionado’s dream come true. this driving experience allows the racer to drive on one of the 3 swanky cars - lamborghini, mclaren and ferrari on singapore’s f1 track for fifteen minutes either by himself/herself or with the help of a professional.",0,f1 street circuit driving experience marina bay sands every f1 aficionados dream come true driving experience allows racer drive one 3 swanky cars lamborghini mclaren ferrari singapores f1 track fifteen minutes either himself herself help professional
680,MacRitchie Nature Trail,2.5,singapore,https://www.holidify.com/images/cmsuploads/compressed/15604840164_dd23ab423c_k_20180702160452.jpg,"once in a while, we all need a quick getaway, an escape from the hustle bustle of our everyday lives, even if it is just for an hour or two. macritchie nature trail provides just the solace that you seek in a busy city like singapore. situated in macritchie reservoir park along lornie road since 1867, the lush nature trail is an escape to pristine waters and a dense, secondary forest in the heart of the city.",0,while need quick getaway escape hustle bustle everyday lives even hour two macritchie nature trail provides solace seek busy city like singapore situated macritchie reservoir park along lornie road since 1867 lush nature trail escape pristine waters dense secondary forest heart city
681,Bukit Batok Nature Park,4.5,singapore,https://www.holidify.com/images/cmsuploads/compressed/16098960358_c372b9d35a_k_20180716192112.jpg,"the bukit batok nature park (bbnp) is a quiet, serene park near the bukit timah nature reserve. the major highlight of the lush park is the quarry-turned-pond located right at the entrance. the 36-hectare park is perfect for jogging, walking or biking on the trails surrounded by the lush green beauty of the secondary forest. many also prefer exercising at bukit batok nature park as it contains fitness areas and many bike trails of varying difficulty.",0,bukit batok nature park bbnp quiet serene park near bukit timah nature reserve major highlight lush park quarry turned pond located right entrance 36 hectare park perfect jogging walking biking trails surrounded lush green beauty secondary forest many also prefer exercising bukit batok nature park contains fitness areas many bike trails varying difficulty
682,Esplanade - Theatres On The Bay,4.5,Colonial District,https://www.holidify.com/images/cmsuploads/compressed/17390996656_74d5a3edff_h_20180515120529.jpg,"the esplanade is a performing arts centre situated near the marina bay which focuses on international artists and has hosted over 37,000 shows. the esplanade has had over 26 million guests for over 15 years and counting. it is a 60,000 square meter expanse dedicated just to theatre and arts. situated right at the mouth of the singapore river, it got its name from the esplanade park, in which theatres by the bay is located. this performing arts centre has a concert hall with a seating capacity of about 1,600 and a theatre capacity of 2000 audience members for the performing arts. the esplanade stages new shows every few months and believe in providing opportunities to the emerging artists and practitioners. the in-house programming team presents over 14 festivals and 20 ongoing series throughout the year.",0,esplanade performing arts centre situated near marina baywhich focuses international artists hosted 37 000 shows esplanade 26 million guests 15 years counting it 60 000 square meter expanse dedicated theatre arts situated right mouth singapore river got name esplanade park theatres bay located performing arts centre concert hall seating capacity 1 600 theatre capacity 2000 audience members performing arts esplanade stages new shows every months believein providing opportunities emerging artists practitioners in house programming team presents 14 festivals 20 ongoing series throughout year
683,Singapore River,-1.0,singapore,https://www.holidify.com/images/cmsuploads/compressed/Aerial_Panorama_of_Merlion_Park_and_its_surrounds_20190205151952jpg,"the singapore river is a major waterway that runs through the city of singapore. a favourite nightlife district and tourist hotspot, the area around the river is abuzz with the excitement of buzzing bars, eclectic eateries, and charged clubs spread across robertson quay, boat quay, and clarke quay. the 3.2 kilometre-long river snakes through the middle of the city, passing through old singapore - with victorian-era buildings and small communities - in the north, and the central business district with its swanky new buildings and complexes in the south.",1,singapore river major waterway runs city singapore favourite nightlife district tourist hotspot area around river abuzz excitement buzzing bars eclectic eateries charged clubs spread across robertson quay boat quay clarke quay 3 2 kilometre long river snakes middle city passing old singapore victorian era buildings small communities north central business district swanky new buildings complexes south
