,heading,rating,location,img_url,text
201, 43. Keylong ,-1,MANALI,https://www.holidify.com/images/cmsuploads/compressed/800px-Kyelong_20180921003530.jpg," Nestled between the Lahaul and Spiti district in the state of Himachal Pradesh, Keylong is a serene place perfect for a getaway to unwind. Due to the dry cold weather, the place does not have a lot greenery? but the snow covered mountains covered with mist are picturesque. Situated at an altitude of 3080 meters, Keylong also has a rich culture.  "
202, 44. Chandratal Baralacha Trek ,"
3.5
 /5
",MANALI,https://www.holidify.com/images/cmsuploads/compressed/attr_8211_20190326153449.jpg," Chandratal Baralacha is a perfect trek destination steeped with all the right elements - nature's beauty and enough challenges to be thrilling and tranquillity. Perched at an altitude of 4,300 meters, Chandratal is one of the high altitude lakes in the Himalayan region. Located on the Samudra Plateau of Spiti Valley, the most delightful sight of sunset gleaming upon the turquoise waters of the lake, pristine landscape, mountain passes, several gushing streams, verdant meadows, the gush of colourful orchards and exotic wildlife make Chandratal Baralacha Trek an unforgotten experience to cherish forever. "
203, 45. Gauri Shankar Temple ,-1,MANALI,"https://www.holidify.com/images/cmsuploads/compressed/Ancient_temple_near_Manali,_in_Himachal_Pradesh_20180430203939.jpg", Gauri Shankar Temple is dedicated to Lord Shiva and is located in the village of Naggar in Manali. It is mostly visited by tourists and devotees of Shiva. The temple is a small structure carved out of stones but has immense historical importance in the region.  
204, 46. Rozy Waterfalls ,-1,MANALI,https://www.holidify.com/images/cmsuploads/compressed/Rozy_Falls_20190116151804.jpg," Rozy Falls is situated en-route Rohtang from Manali and is a popular tourist attraction. Enveloped in tall deodar trees, dense woods and bounteous nature, the silvery cascading water is a visual delight to the eyes and a famous picnic spot. "
205, 47. Zorbing in Manali ,-1,MANALI,https://www.holidify.com/images/cmsuploads/compressed/Zorbing_20200302161400.jpg," Zorbing is a fun hill-sport in this region that takes advantage of the picturesque downward slopes of the Himalayas. The thrill of rolling down picturesque views at a speed that is not in your control is not just exhilarating but also alluring for zorbers. While zorbing has become a popular recreational activity, Zorbing in Solang Valley is a wholly new experience. Professional instructors ensure that you are well instructed and safe throughout the activity. "
206, 48. Winter Carnival Manali ,-1,MANALI,https://www.holidify.com/images/cmsuploads/compressed/32411377913_8a8056949a_o_20190117131117.jpg," The Manali Winter Carnival is Himachal Pradesh's way of welcoming the new year. It started in 1977 and had become an annual feature since then. Held in January, the Winter Carnival in Manali opens an opportunity to witness the beauty of slushy snow and enjoy the events and celebrations that it puts forth. Initially, it only comprised of the Skiing competition, but now it has come to include band performances, food festivals, street plays, folk dances, adventure sports and much more. "
207, 49. Roerich Art Gallery and Estate ,-1,MANALI,https://www.holidify.com/images/cmsuploads/compressed/IMG_76581_20190403115406_20190403115422.jpg," Nicholas Roerich was a famous Russian artist and philosopher. Some people in Russia consider him as a spiritual leader. He had lived across the world, and decided to settle in the small town of Naggar in the early 1900s. The estate houses a good collection of his art, and also his car and the house where he stayed. 

The estate of Roerich is located at a slightly secluded location - although not too far from the Naggar Castle (around 20mins of walk). The estate has a really nice forest area or garden with a large number of deodar trees, and a great view of the peaks around. Even if you are not very interested in art, it's a good walk to the art gallery and then the views from the estate are pretty nice.  "
208, 50. Bhunter ,"
3.4
 /5
",MANALI,https://www.holidify.com/images/compressed/275.jpg," What is generally overlooked as a town of utility only, with an airport and the last ATM before you travel to higher altitudes, is a town where one can have a calm, simple and almost idle break from the popular Himachal hill stations and their tourist rush. "
209, 1. Pangong Lake ,"
4.4
 /5
",  Located in :   Hemis  ,https://www.holidify.com/images/cmsuploads/compressed/2999_20190305160539.jpg," The most popular tourist attraction in Ladakh, Pangong lake is an endorheic (landlocked) lake situated at 4350 meters. Also known as Pangong Tso it is 12 kilometres long and extends from India to Tibet. Almost 60% of Pangong Lake lies in the Tibetan Autonomous Region. A unique feature of the lake is that it does not remain blue throughout the year or even the day, rather it changes colours from azure to light blue to green and grey too! It is famous amongst tourists as Ladakh lake, the spot where the Bollywood movie ""3 Idiots"" was shot. "
210, 2. Khardung La ,"
4.3
 /5
",  Located in :   Leh  ,https://www.holidify.com/images/cmsuploads/compressed/800px-Khardung_La_Ladakh_20200521124208.jpg," Khardung La, also known as Khardzong La, is one of the highest motorable roads in India at an elevation of 5602 metres. It serves as the gateway to Shyok and Nubra Valley. An inner line permit is required to visit. It remains closed from October to May. "
211, 3. Nubra Valley ,"
3.6
 /5
",  Located in :   Nubra Valley  ,https://www.holidify.com/images/compressed/4653.jpg," Nubra Valley lies in the union territory of Jammu & Kashmir, at a distance of around 140 Km from Leh. With arid mountains in the backdrop, it is famous for the Bactrian camel rides, orchards and monasteries. Surrounded by snow-dusted Himalayan mountains, it can be reached via Khardung La. "
212, 4. Sangam ,"
4.4
 /5
",LADAKH,https://www.holidify.com/images/cmsuploads/compressed/13-10-08217CONFLUENCEOFINDUSRIVERN_20210615144506.jpeg," Sangam is the confluence of Indus and Zanskar Rivers in Ladakh. The two rivers can be separately seen meeting at this point. While the Indus River appears as shiny blue, Zanskar River appears muddy green.  "
213, 5. Shanti Stupa Ladakh ,"
4.3
 /5
",  Located in :   Leh  ,"https://www.holidify.com/images/cmsuploads/compressed/Shanti_Stupa,_Leh,_Ladakh_20180305180249.jpg"," The Shanti Stupa is a white-domed Buddhist monument. It is a religious place for Buddhists as it holds the relics of Buddha, consecrated by the 14th Dalai Lama. It looks exceptionally beautiful during the full moon night. "
214, 6. Tso Moriri ,"
4.3
 /5
",LADAKH,https://www.holidify.com/images/cmsuploads/compressed/4656_20190305174607.jpg," Tso Moriri is the largest high altitude lakes in India, at an altitude of 4,595m. It is a twin to Pangong Lake. It is accessible only during the summer months and an inner line permit is required for visiting. "
215, 7. Magnetic Hill ,"
4.3
 /5
",  Located in :   Leh  ,https://www.holidify.com/images/cmsuploads/compressed/attr_662_20200618161315.jpg, The popular Magnetic Hill of Ladakh is a cyclops hill where vehicles seem to move upwards on the hill instead of rolling downwards. It is located 30km from Leh towards Kargil. 
216, 8. Hall of Fame Ladakh ,"
3.3
 /5
",  Located in :   Leh  ,https://www.holidify.com/images/cmsuploads/compressed/4647_20190306175116.jpg," Located at approximately 4 km from the main city, this glorified museum was built in memory of the brave soldiers who lost their lives fighting for India at the Indo-Pakistan war. "
217, 9. Thiksey Monastery ,-1,LADAKH,https://www.holidify.com/images/cmsuploads/compressed/799px-Front_of_the_Thiksey_Monastery_20210616132822.jpg, Thiksey Monastery is a Tibetan-style monastery located 20km south of Leh. The main highlight is the Maitreya Temple which houses a 15-metre high Maitreya Buddha statue. It is the largest such statue in Ladakh. 
218, 10. Zanskar Valley ,"
4.0
 /5
",  Located in :   Zanskar  ,https://www.holidify.com/images/cmsuploads/compressed/attr_8108_20190306174446.jpg, Located in the Kargil district to the east of Ladakh (around 105 km) lies the bewitching Zanskar Valley. The semi-desert region is flanked by snow-capped mountains and sparkling clean rivers along with distinct flora and fauna. The easiest way of reaching Zanskar is from Kargil through Suru Valley. 
219, 11. Shey Monastery and Palace ,-1,LADAKH,https://www.holidify.com/images/cmsuploads/compressed/56422263511954e1ff67b_20210615123521.jpeg," Shey Monastery or the Shey Palace is an ancient monastery. It once served as the summer capital of Ladakh but is mostly in ruins now. Located on top of a hillock, it offers stunning panoramic views. The highlight of the monastery is 39ft tall Shakyamuni Buddha statue. A special permission needs to be taken to visit the monastery. "
220, 12. Stok Palace ,"
3.6
 /5
",  Located in :   Leh  ,https://www.holidify.com/images/cmsuploads/compressed/1024px-Stok_Palace_20190415145645.jpg," Located around 15km from Leh, the Stok Palace is the summer home to the royal family of Ladakh and descendants of King Sengge Namgyal. It was established in 1820 by King Tsepal Namgyal and was opened to the public in 1980 by the Dalai Lama. The Stok Palace has been converted into a heritage hotel and houses the Stok Palace Museum and Temple. "
221, 13. Hemis Monastery ,"
3.5
 /5
",  Located in :   Hemis  ,https://www.holidify.com/images/cmsuploads/compressed/800px-Buddhism_in_Leh_20171219123236.JPG," Hemis is a Buddhist monastery ranked as one of the wealthiest monasteries in India. It is most visited during the annual Hemis Festival, held every year in early June. The monastery is well-connected with motorable roads. "
222, 14. Rafting in Ladakh ,"
4.2
 /5
",LADAKH,https://www.holidify.com/images/cmsuploads/compressed/4658_20200521194504.jpg," Rafting expedition is done on Zanskar River, called the Grand Canyon of India, with high cliff like gorges at certain places. The Zanskar Rafting expedition is one of The best river trips in The world. "
223, 15. Pathar Sahib Gurudwara ,"
4.1
 /5
",LADAKH,https://www.holidify.com/images/cmsuploads/compressed/800px-Pathar_sahib_Gurudwara_2_20210615142645.jpg," Gurudwara Pathar Sahib is a beautiful gurudwara, dedicated to Guru Nanak Dev. It is highly revered as it houses a rock which resembles Guru Nanak's back. It is built at the site where he is believed to have vanquished a demon.  "
